A,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"RT @Athletics: Black Panther springs into the Coliseum for Marvel Super Hero Day on May 5. 

??: https://t.co/KXbEiQPYe7 https://t.co/rDu3gA?",26,98.86,64.99,5.76,99.00,13.00,19.23,46.15,19.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,11.54,3.85,0.00,0.00,0.00,3.85,3.85,0.00,0.00,3.85,0.00,7.69,7.69,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,3.85,0.00,0.00,3.85,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,3.85,11.54,0.00,7.69,3.85,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,11.54,3.85,0.00,0.00,46.15,11.54,0.00,7.69,0.00,7.69,0.00,0.00,0.00,0.00,0.00,19.23
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
"RT @tasty: Have you ever wondered what type of food they would eat in Wakanda? ??
We collaborated with the writer of the latest Black Panthe?",25,88.07,99.00,6.70,25.77,12.50,12.00,88.00,52.00,16.00,12.00,0.00,4.00,4.00,0.00,4.00,4.00,8.00,16.00,8.00,4.00,0.00,0.00,16.00,8.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,12.00,4.00,0.00,4.00,4.00,4.00,0.00,8.00,4.00,0.00,0.00,12.00,0.00,0.00,0.00,12.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,12.00,0.00,4.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,20.00,0.00,0.00,4.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,4.00
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
"RT @pictoline: ?Por qu? Black Panther la est? partiendo?

Para Michael B. Jordan (a.k.a. Killmonger) es un reflejo de lo importante que pue?",25,97.89,78.82,1.00,25.77,6.25,28.00,32.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,4.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,12.00,0.00,12.00,8.00,0.00,0.00,36.00,16.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00
"RT @KpopQween24: Top 4 current Albums on the Worldwide iTunes Album Chart (3.01.2018)

1. Hope World - J-Hope
2. Divide - Ed Sheeran
3. Bla?",25,97.89,65.56,1.59,99.00,6.25,16.00,36.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,8.00,4.00,4.00,0.00,24.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,0.00,12.00,8.00,16.00,0.00,12.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,40.00,12.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,8.00,4.00
RT @sujewafantastic: https://t.co/gNE6zJ7YCH,7,92.84,92.33,1.00,25.77,7.00,28.57,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.57,0.00,28.57,14.29,0.00,0.00,71.43,14.29,0.00,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.86
RT @voxdotcom: #BlackPanther and Thor: Ragnarok put Marvel?s increasingly troubled relationship with power on display https://t.co/yDvmw0bR?,21,96.41,82.96,13.15,1.00,21.00,38.10,52.38,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,4.76,0.00,4.76,0.00,4.76,0.00,0.00,0.00,14.29,9.52,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.52,0.00,9.52,4.76,0.00,0.00,33.33,4.76,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.05
"RT @Exolusa: {FANACC} 180301 EXO's ELDORADO is used as a Background soundtrack for Black Panther trailer in MBC

Via: XiuhanForEXO

#EXOL #?",21,99.00,68.29,2.82,25.77,21.00,33.33,47.62,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,19.05,4.76,0.00,4.76,0.00,9.52,4.76,4.76,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,0.00,9.52,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,4.76,0.00,9.52,0.00,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,4.76,0.00,0.00,38.10,0.00,0.00,9.52,0.00,0.00,0.00,0.00,0.00,4.76,0.00,23.81
Creeping your page for black panther tweets/ thoughts; what's good? @pdpatt,11,56.58,99.00,2.40,99.00,5.50,27.27,63.64,27.27,18.18,9.09,0.00,0.00,9.09,0.00,0.00,9.09,0.00,9.09,9.09,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,18.18,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.18,9.09,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.45,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,9.09,0.00,18.18
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
"RT @MehdiMoiToutSTP: Ouais j'suis aller voir Black Panther, c'est sympa. Si quelqu'un peut m'expliquer pourquoi c'est surkiff? comme ?a ?a?",25,97.89,65.56,1.00,25.77,12.50,20.00,16.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,4.00,0.00,0.00,36.00,4.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,4.00
RT @poesbucky: the what are those jokes in black panther prove that vine exists in the mcu which means THIS vine exists in the mcu https://?,27,92.84,64.46,33.94,88.52,27.00,7.41,66.67,44.44,18.52,0.00,0.00,0.00,0.00,0.00,0.00,18.52,11.11,11.11,3.70,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,11.11,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,0.00,7.41,3.70,0.00,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
RT @poesbucky: the what are those jokes in black panther prove that vine exists in the mcu which means THIS vine exists in the mcu https://?,27,92.84,64.46,33.94,88.52,27.00,7.41,66.67,44.44,18.52,0.00,0.00,0.00,0.00,0.00,0.00,18.52,11.11,11.11,3.70,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,11.11,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,0.00,7.41,3.70,0.00,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
RT @JaDariusLawson: Still haven?t seen Black Panther..,8,71.61,89.42,7.84,25.77,8.00,25.00,50.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,12.50,12.50,0.00,0.00,50.00,25.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50
RT @Complex: 'Black Panther' just beat out 'Hunger Games' and 'Lion King' in box office records https://t.co/cV3E8LqFsY https://t.co/wi8GRR?,26,92.84,87.57,5.76,25.77,26.00,15.38,57.69,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,3.85,3.85,0.00,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.54,0.00,0.00,0.00,3.85,3.85,3.85,0.00,0.00,0.00,0.00,0.00,3.85,3.85,0.00,0.00,3.85,0.00,0.00,0.00,3.85,11.54,3.85,3.85,7.69,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,0.00,7.69,3.85,0.00,0.00,0.00,0.00,11.54,0.00,11.54,3.85,0.00,0.00,53.85,7.69,0.00,3.85,0.00,0.00,0.00,0.00,0.00,23.08,0.00,19.23
RT @poesbucky: the what are those jokes in black panther prove that vine exists in the mcu which means THIS vine exists in the mcu https://?,27,92.84,64.46,33.94,88.52,27.00,7.41,66.67,44.44,18.52,0.00,0.00,0.00,0.00,0.00,0.00,18.52,11.11,11.11,3.70,0.00,0.00,0.00,7.41,0.00,0.00,7.41,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,0.00,11.11,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,7.41,0.00,7.41,3.70,0.00,0.00,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41
RT @YIhougan: Looks like Russians have caught the Black Panther vibe like the rest of the world. https://t.co/y1oGSUeoml,22,99.00,67.52,2.40,25.77,11.00,18.18,59.09,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,13.64,4.55,0.00,0.00,0.00,13.64,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,4.55,0.00,0.00,27.27,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
RT @YIhougan: Looks like Russians have caught the Black Panther vibe like the rest of the world. https://t.co/y1oGSUeoml,22,99.00,67.52,2.40,25.77,11.00,18.18,59.09,31.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64,13.64,4.55,0.00,0.00,0.00,13.64,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,4.55,0.00,0.00,27.27,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.64
"@BenedictTigers @iambenedict1870 @HBCUDigest ?Black Out? at Benedict College featuring Sanford Greene, BC alum and professor, Marvel and Black Panther illustrator! The #BestofBC https://t.co/1E2CrHtPrj",28,92.84,50.00,1.06,25.77,14.00,42.86,39.29,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,7.14,0.00,0.00,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,35.71,3.57,7.14,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,21.43
"RT @quiett1058: @BenedictTigers @iambenedict1870 @HBCUDigest ?Black Out? at Benedict College featuring Sanford Greene, BC alum and professo?",17,92.84,72.17,6.20,25.77,17.00,52.94,41.18,23.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,5.88,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,5.88,0.00,0.00,35.29,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53
"@BenedictTigers @iambenedict1870 @HBCUDigest ?Black Out? at Benedict College featuring Sanford Greene, BC alum and professor, Marvel and Black Panther illustrator! The #BestofBC https://t.co/1E2CrHtPrj",28,92.84,50.00,1.06,25.77,14.00,42.86,39.29,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,7.14,0.00,0.00,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,35.71,3.57,7.14,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,21.43
"RT @quiett1058: @BenedictTigers @iambenedict1870 @HBCUDigest ?Black Out? at Benedict College featuring Sanford Greene, BC alum and professo?",17,92.84,72.17,6.20,25.77,17.00,52.94,41.18,23.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,5.88,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,5.88,0.00,0.00,35.29,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53
"@BenedictTigers @iambenedict1870 @HBCUDigest ?Black Out? at Benedict College featuring Sanford Greene, BC alum and professor, Marvel and Black Panther illustrator! The #BestofBC https://t.co/1E2CrHtPrj",28,92.84,50.00,1.06,25.77,14.00,42.86,39.29,21.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,7.14,0.00,0.00,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,3.57,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.57,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,0.00,7.14,0.00,0.00,0.00,35.71,3.57,7.14,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,21.43
"RT @quiett1058: @BenedictTigers @iambenedict1870 @HBCUDigest ?Black Out? at Benedict College featuring Sanford Greene, BC alum and professo?",17,92.84,72.17,6.20,25.77,17.00,52.94,41.18,23.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,0.00,11.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,0.00,0.00,0.00,5.88,0.00,5.88,0.00,0.00,0.00,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,5.88,0.00,0.00,0.00,0.00,0.00,11.76,0.00,11.76,5.88,0.00,0.00,35.29,0.00,5.88,5.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.53
RT @bretmanrock: No offense but I haven?t watched Black Panther yet and I feel so ugly and out of the loop,22,31.44,8.65,85.21,1.00,22.00,18.18,77.27,50.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,4.55,9.09,0.00,9.09,18.18,4.55,9.09,4.55,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,9.09,0.00,4.55,0.00,0.00,0.00,0.00,9.09,4.55,0.00,0.00,0.00,0.00,4.55,13.64,9.09,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55,4.55,0.00,9.09,0.00,4.55,4.55,0.00,0.00,0.00,0.00,0.00,0.00,4.55,0.00,4.55,4.55,0.00,0.00,9.09,0.00,0.00,4.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.55
"RT @mayana_97605: Un coll?gue m'a appel? : 
- Yo Black Panther, 
Tout le monde a rigol?
Et j'ai r?pliqu?, j'ai dit : 
- Oui Tintin 
Ils ont?",29,97.44,63.49,1.00,25.77,29.00,3.45,20.69,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.34,0.00,10.34,3.45,0.00,0.00,41.38,0.00,6.90,10.34,0.00,0.00,0.00,6.90,0.00,10.34,0.00,6.90
"RT @ILOVEPARKJIMlN: Hoseok beat BTS' record, became the first kr soloist with the most N?1 on iTunes, made 3 hashtags + 1 word trend WW, Ho?",26,99.00,64.99,5.76,25.77,26.00,11.54,42.31,15.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,7.69,0.00,0.00,0.00,0.00,7.69,3.85,3.85,0.00,15.38,3.85,0.00,0.00,0.00,0.00,0.00,0.00,3.85,0.00,0.00,0.00,0.00,11.54,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.69,0.00,7.69,3.85,0.00,0.00,7.69,0.00,0.00,7.69,0.00,3.85,3.85,0.00,3.85,0.00,0.00,0.00,0.00,3.85,0.00,3.85,3.85,0.00,0.00,26.92,0.00,11.54,3.85,0.00,0.00,0.00,0.00,0.00,3.85,0.00,7.69
